id,event_type,route,port_id,severity,description,event_date,source
742,weather,India-Chennai,27,Low,[Vanino / India-Chennai] Dense fog conditions restricting channel navigation to daylight hours only.,2025-09-21,Marine Weather Routing Service
743,port_congestion,Indonesia-Dhamra,16,Low,[Gladstone / Indonesia-Dhamra] High yard inventory utilization (>92%) slowing down discharge rates.,2023-11-20,AIS Congestion Tracker
744,weather,USA-Visakhapatnam,20,Medium,[Tanjung Priok / USA-Visakhapatnam] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2023-01-14,JTWC Cyclone Warning
745,port_congestion,Mozambique-Paradip,9,High,[Kamarajar (Ennore) / Mozambique-Paradip] High yard inventory utilization (>92%) slowing down discharge rates.,2021-06-25,Terminal Operations Log
746,weather,Russia-Visakhapatnam,25,Low,[Beira / Russia-Visakhapatnam] Dense fog conditions restricting channel navigation to daylight hours only.,2023-03-04,JTWC Cyclone Warning
747,weather,Russia-Paradip,32,Low,[Shanghai (Qingdao) / Russia-Paradip] Dense fog conditions restricting channel navigation to daylight hours only.,2024-09-16,JTWC Cyclone Warning
748,weather,Australia-Gangavaram,9,Medium,[Kamarajar (Ennore) / Australia-Gangavaram] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2022-10-25,Marine Weather Routing Service
749,geopolitical,Indonesia-Gangavaram,12,Medium,[Kandla (Deendayal) / Indonesia-Gangavaram] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2025-09-03,Maritime Security Advisory
750,weather,Mozambique-Visakhapatnam,23,Medium,[Baltimore / Mozambique-Visakhapatnam] Dense fog conditions restricting channel navigation to daylight hours only.,2022-09-17,India Meteorological Department (IMD)
751,freight_anomaly,India-Chennai,6,Low,[Haldia / India-Chennai] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2023-07-04,FreightIQ Anomaly Engine
752,weather,Mozambique-Paradip,25,Low,[Beira / Mozambique-Paradip] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2024-01-16,India Meteorological Department (IMD)
753,freight_anomaly,Australia-Haldia,1,Medium,[Paradip / Australia-Haldia] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2023-11-02,Clarksons Intelligence
754,freight_anomaly,Australia-Dhamra,25,High,[Beira / Australia-Dhamra] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2025-11-15,Baltic Exchange Market Monitor
755,weather,USA-Mundra,29,Low,[Port Klang / USA-Mundra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2022-01-11,India Meteorological Department (IMD)
756,weather,Australia-Visakhapatnam,20,Low,[Tanjung Priok / Australia-Visakhapatnam] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2022-03-03,Marine Weather Routing Service
757,freight_anomaly,Indonesia-Gangavaram,23,High,[Baltimore / Indonesia-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2021-05-04,Baltic Exchange Market Monitor
758,port_congestion,USA-Gangavaram,23,Low,[Baltimore / USA-Gangavaram] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2023-12-20,Terminal Operations Log
759,freight_anomaly,Indonesia-Dhamra,17,Medium,[Newcastle / Indonesia-Dhamra] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2022-09-19,Clarksons Intelligence
760,geopolitical,Russia-Visakhapatnam,10,High,[Tuticorin (V.O.C.) / Russia-Visakhapatnam] Sanction compliance verification tightening on Far East coal flows.,2025-03-04,Ministry Trade Notice
761,port_congestion,Australia-Haldia,31,Medium,[Rotterdam / Australia-Haldia] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2024-07-16,AIS Congestion Tracker
762,weather,Mozambique-Visakhapatnam,15,Low,[Hay Point / Mozambique-Visakhapatnam] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2025-07-02,JTWC Cyclone Warning
763,port_congestion,Mozambique-Paradip,3,Low,[Gangavaram / Mozambique-Paradip] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-07-25,Terminal Operations Log
764,freight_anomaly,USA-Paradip,18,Low,[Port Hedland / USA-Paradip] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2021-07-30,Clarksons Intelligence
765,port_congestion,USA-Visakhapatnam,17,Low,[Newcastle / USA-Visakhapatnam] High yard inventory utilization (>92%) slowing down discharge rates.,2026-01-19,Terminal Operations Log
766,geopolitical,Mozambique-Paradip,3,Low,[Gangavaram / Mozambique-Paradip] Export tariff modification announced by major coal-producing authority.,2024-03-21,Lloyd's List Intelligence
767,port_congestion,USA-Paradip,13,Medium,[Nhava Sheva (JNPT) / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-09-19,Port Authority Circular
768,geopolitical,Australia-Paradip,25,Medium,[Beira / Australia-Paradip] Export tariff modification announced by major coal-producing authority.,2025-03-23,Maritime Security Advisory
769,port_congestion,USA-Visakhapatnam,7,Medium,[Kolkata / USA-Visakhapatnam] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2022-05-30,Port Authority Circular
770,weather,Indonesia-Paradip,12,Medium,[Kandla (Deendayal) / Indonesia-Paradip] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2025-11-19,Marine Weather Routing Service
771,port_congestion,Indonesia-Haldia,25,Low,[Beira / Indonesia-Haldia] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-07-13,Port Authority Circular
772,port_congestion,Indonesia-Paradip,23,Medium,[Baltimore / Indonesia-Paradip] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2024-08-10,AIS Congestion Tracker
773,freight_anomaly,India-Haldia,1,Medium,[Paradip / India-Haldia] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2023-01-16,FreightIQ Anomaly Engine
774,port_congestion,Russia-Paradip,6,Medium,[Haldia / Russia-Paradip] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2023-04-21,AIS Congestion Tracker
775,freight_anomaly,USA-Gangavaram,7,Low,[Kolkata / USA-Gangavaram] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2023-03-05,Baltic Exchange Market Monitor
776,geopolitical,Mozambique-Gangavaram,25,High,[Beira / Mozambique-Gangavaram] Export tariff modification announced by major coal-producing authority.,2023-04-04,Lloyd's List Intelligence
777,geopolitical,Mozambique-Paradip,10,Medium,[Tuticorin (V.O.C.) / Mozambique-Paradip] Sanction compliance verification tightening on Far East coal flows.,2024-10-17,Lloyd's List Intelligence
778,geopolitical,USA-Visakhapatnam,24,Medium,[Maputo / USA-Visakhapatnam] Export tariff modification announced by major coal-producing authority.,2022-06-26,Lloyd's List Intelligence
779,port_congestion,Australia-Haldia,21,Medium,[Samarinda / Australia-Haldia] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2021-07-08,AIS Congestion Tracker
780,freight_anomaly,Mozambique-Gangavaram,18,Low,[Port Hedland / Mozambique-Gangavaram] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2024-06-28,FreightIQ Anomaly Engine
781,geopolitical,Russia-Paradip,13,Low,[Nhava Sheva (JNPT) / Russia-Paradip] Export tariff modification announced by major coal-producing authority.,2025-03-08,Ministry Trade Notice
782,weather,Indonesia-Paradip,11,Low,[Mundra / Indonesia-Paradip] Dense fog conditions restricting channel navigation to daylight hours only.,2023-05-19,India Meteorological Department (IMD)
783,port_congestion,Mozambique-Visakhapatnam,9,Medium,[Kamarajar (Ennore) / Mozambique-Visakhapatnam] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2024-11-20,AIS Congestion Tracker
784,port_congestion,India-Haldia,13,Medium,[Nhava Sheva (JNPT) / India-Haldia] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2025-07-05,Port Authority Circular
785,freight_anomaly,India-Haldia,15,Medium,[Hay Point / India-Haldia] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2022-03-08,Clarksons Intelligence
786,weather,USA-Mundra,4,High,[Dhamra / USA-Mundra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-03-06,JTWC Cyclone Warning
787,port_congestion,Indonesia-Haldia,6,Low,[Haldia / Indonesia-Haldia] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2022-11-09,Terminal Operations Log
788,freight_anomaly,Mozambique-Gangavaram,13,Medium,[Nhava Sheva (JNPT) / Mozambique-Gangavaram] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2025-04-28,Clarksons Intelligence
789,freight_anomaly,Mozambique-Paradip,7,Low,[Kolkata / Mozambique-Paradip] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2024-03-29,Clarksons Intelligence
790,weather,Australia-Paradip,1,Low,[Paradip / Australia-Paradip] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2023-05-17,JTWC Cyclone Warning
791,port_congestion,Australia-Haldia,14,Medium,[Cochin / Australia-Haldia] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2026-02-10,AIS Congestion Tracker
792,freight_anomaly,Indonesia-Gangavaram,5,Low,[Gopalpur / Indonesia-Gangavaram] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2025-11-29,Clarksons Intelligence
793,port_congestion,Indonesia-Dhamra,11,Medium,[Mundra / Indonesia-Dhamra] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2023-08-09,Port Authority Circular
794,weather,USA-Gangavaram,3,Medium,[Gangavaram / USA-Gangavaram] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2022-07-19,JTWC Cyclone Warning
795,geopolitical,USA-Paradip,5,Low,[Gopalpur / USA-Paradip] Canal transit quota reduction increasing reservation auction premiums.,2023-07-02,Maritime Security Advisory
796,weather,Indonesia-Visakhapatnam,22,Low,[Norfolk (Hampton Roads) / Indonesia-Visakhapatnam] Dense fog conditions restricting channel navigation to daylight hours only.,2022-05-01,Marine Weather Routing Service
797,geopolitical,Australia-Dhamra,19,Low,[Balikpapan / Australia-Dhamra] Canal transit quota reduction increasing reservation auction premiums.,2024-09-19,Ministry Trade Notice
798,port_congestion,USA-Gangavaram,11,Medium,[Mundra / USA-Gangavaram] High yard inventory utilization (>92%) slowing down discharge rates.,2025-01-12,AIS Congestion Tracker
799,geopolitical,Australia-Gangavaram,22,Medium,[Norfolk (Hampton Roads) / Australia-Gangavaram] Export tariff modification announced by major coal-producing authority.,2024-06-17,Ministry Trade Notice
800,geopolitical,Mozambique-Visakhapatnam,6,High,[Haldia / Mozambique-Visakhapatnam] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2022-02-10,Maritime Security Advisory
801,freight_anomaly,Mozambique-Gangavaram,31,Medium,[Rotterdam / Mozambique-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-04-26,Baltic Exchange Market Monitor
802,weather,Australia-Mundra,12,Low,[Kandla (Deendayal) / Australia-Mundra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2025-08-11,JTWC Cyclone Warning
803,geopolitical,Indonesia-Dhamra,16,Low,[Gladstone / Indonesia-Dhamra] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2025-03-24,Ministry Trade Notice
804,port_congestion,Australia-Mundra,4,High,[Dhamra / Australia-Mundra] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-05-26,Terminal Operations Log
805,weather,Indonesia-Dhamra,22,Medium,[Norfolk (Hampton Roads) / Indonesia-Dhamra] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-04-19,India Meteorological Department (IMD)
806,weather,Mozambique-Paradip,26,Low,[Vostochny / Mozambique-Paradip] Dense fog conditions restricting channel navigation to daylight hours only.,2021-11-27,Marine Weather Routing Service
807,weather,Indonesia-Mundra,16,Low,[Gladstone / Indonesia-Mundra] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2021-04-29,JTWC Cyclone Warning
808,weather,USA-Gangavaram,22,Low,[Norfolk (Hampton Roads) / USA-Gangavaram] Dense fog conditions restricting channel navigation to daylight hours only.,2022-03-07,Marine Weather Routing Service
809,geopolitical,Russia-Paradip,23,Medium,[Baltimore / Russia-Paradip] Export tariff modification announced by major coal-producing authority.,2021-06-12,Lloyd's List Intelligence
810,weather,Indonesia-Paradip,29,Medium,[Port Klang / Indonesia-Paradip] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2025-06-17,Marine Weather Routing Service
811,weather,USA-Mundra,24,Low,[Maputo / USA-Mundra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2025-03-31,India Meteorological Department (IMD)
812,geopolitical,USA-Paradip,1,Low,[Paradip / USA-Paradip] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2025-03-12,Lloyd's List Intelligence
813,port_congestion,Russia-Visakhapatnam,24,Medium,[Maputo / Russia-Visakhapatnam] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2026-01-20,AIS Congestion Tracker
814,port_congestion,Mozambique-Visakhapatnam,19,Low,[Balikpapan / Mozambique-Visakhapatnam] High yard inventory utilization (>92%) slowing down discharge rates.,2022-01-16,Port Authority Circular
815,geopolitical,Mozambique-Visakhapatnam,16,Low,[Gladstone / Mozambique-Visakhapatnam] Export tariff modification announced by major coal-producing authority.,2022-12-05,Maritime Security Advisory
816,port_congestion,USA-Paradip,11,Low,[Mundra / USA-Paradip] High yard inventory utilization (>92%) slowing down discharge rates.,2024-08-02,Terminal Operations Log
817,port_congestion,Indonesia-Paradip,20,Low,[Tanjung Priok / Indonesia-Paradip] High yard inventory utilization (>92%) slowing down discharge rates.,2021-12-05,Port Authority Circular
818,weather,Australia-Haldia,21,Low,[Samarinda / Australia-Haldia] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2022-05-16,Marine Weather Routing Service
819,port_congestion,USA-Visakhapatnam,15,Low,[Hay Point / USA-Visakhapatnam] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2021-08-31,Port Authority Circular
820,geopolitical,Indonesia-Mundra,29,Low,[Port Klang / Indonesia-Mundra] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2025-04-12,Maritime Security Advisory
821,port_congestion,Mozambique-Visakhapatnam,9,High,[Kamarajar (Ennore) / Mozambique-Visakhapatnam] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2021-07-14,Terminal Operations Log
822,freight_anomaly,Russia-Paradip,24,Medium,[Maputo / Russia-Paradip] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2022-07-01,FreightIQ Anomaly Engine
